institution,latitude,longitude
"Energao, Inc.",37.625257,-89.223832
"Ligero, Inc.",43.08167,-77.5089
Metfora Llc,32.006643,-110.695065
First Water Technology Co.,34.048051,-118.254187
Freshkube Inc.,33.376413,-111.880807
Tatum Robotics Llc,28.364171,-82.693213
Stardust Labs Inc.,40.598857,-74.326046
Completionai Llc,42.50752,-70.84863
Itomography Corporation,29.737355,-95.424381
"Med Dimensions, Llc",43.15657,-77.756245
Vivifi Medical Llc,29.703254,-95.383043
Advanced Growing Resources Inc.,43.241029,-77.509251
"Caridian Medical, Inc.",29.703254,-95.383043
Articulate.ai Inc.,40.757966,-73.992218
"Polypv, Llc",35.795712,-78.820864
Sign-Speak Inc,43.157077,-77.601429
Geolabe Llc,35.88063,-106.299695
Mealmate Inc.,33.857924,-118.392308
"Bloom Surgical, Inc.",26.301496,-98.163577
"Solve Technology And Research, Inc.",28.51563,-81.53609
Cosmic Picture Distribution Llc,41.33344,-73.66655
Belmont Abbey College,35.260809,-81.036473
Numix Materials Inc.,43.04342,-88.044611
"Baonano, Llc",33.263689,-111.86479
Mineralogic Llc,46.88316,-92.03407
Advisory Aerospace Osc Llc,44.92196,-93.453989
"Vena Vitals, Inc.",33.638018,-117.849089
"Lilu, Inc.",40.755286,-73.989536
Kepley Biosystems Incorporated,36.057545,-79.745704
"Assistments Foundation, Inc.",42.288247,-71.721442
Mstatt Llc,41.47807,-81.77478
Polarctic Llc,38.464619,-77.398319
"Eyedea Medical, Inc",39.263518,-76.61629
"Ictero Medical, Inc.",29.65394,-95.440113
Aeromutable Corporation,33.046602,-116.876186
"Estat Actuation, Inc.",40.425415,-79.930485
"Bioamp Diagnostics, Inc.",37.503477,-122.249371
Steg Ai Corporation,33.638018,-117.849089
"Owic Technologies, Inc.",42.439687,-76.496695
Kismet Technologies Inc.,28.461423,-81.295566
Deepconvo Inc.,40.511834,-79.864952
"Administrative Resource Center, Treasury Franchise Services",39.26674,-81.561245
Carbon Solutions Llc,41.56446,-84.98049
"Gnu Company, Llc",42.45952,-71.12584
Northern New Mexico College,36.003916,-106.084659
Muuklabs Inc.,35.78445,-78.646698
Seton Hill University,40.302449,-79.544255
Grand Canyon University,36.054098,-112.142028
Delaware Valley University,40.876673,-79.844118
Wesleyan College,32.87271,-83.719016
Trestle Optics Llc,33.641626,-117.838244
"Community Energy Labs, Inc",45.525852,-122.6469
Magma Space Llc,38.876889,-77.006351
"New Page Strategic Consulting, Llc",32.85423,-97.194908
"Precast Systems Engineering, Llc",37.48319,-75.93793
Manus Robotics Inc.,42.374908,-71.089049
Stark Street Materials Company,45.515197,-122.678367
Asimica Llc,41.31837,-105.569526
Powersilo Inc,38.10444,-122.570003
Optic Fringe Corp.,42.54485,-71.29965
Virolock Technologies Limited Liability Company,40.831264,-77.843084
Connected Wise Llc,28.589657,-81.197997
Viridian Space Corporation,33.916804,-118.413354
Gridiron Robotics Llc,40.285216,-75.211574
"Terry Ventures, Llc",38.126443,-89.223619
"Ilambda, Inc.",41.29971,-81.33748
Rstream Recycling Llc,42.25565,-71.09549
Kazadi Enterprises Ltd.,41.8438,-88.29591
Applied Sentience Inc.,37.791527,-122.404375
"Function Therapeutics, Inc.",43.051014,-87.891652
"Harpe Bioherbicide Solutions, Inc.",35.796705,-78.644288
Botelmot Research Llc,29.290475,-81.05936
"Reqyrd, Inc.",39.78509,-105.13171
"Powder Watts, Llc",40.74813,-111.56286
"Windward Engineering, L.c.",40.03243,-111.55581
Western Illinois University,40.469209,-90.689598
Saint Edward's University,30.232645,-97.756088
Lindsey Wilson College,34.001312,-81.033552
Biodiversity Outreach Network,35.216113,-111.64302
Noble Gas Systems Llc,42.495933,-83.561921
Westmont College,34.423349,-119.70343
Spring Hill College,28.464057,-82.535398
"Aural Analytics, Inc.",33.46329,-111.925687
"Silvec Biologics, Inc.",39.141175,-77.183714
Resuture Inc.,33.637879,-112.326905
Percev Llc,41.555917,-90.55415
Eastern Connecticut State University,41.712909,-72.217468
"Cytorecovery, Inc.",37.201632,-80.412799
"Map-Collective, Inc.",38.902111,-77.060339
Bezwada Biomedical Llc,40.490135,-74.640135
Hyphae Design Lab,37.800489,-122.274063
"Heliobiosys, Inc.",37.39181,-122.28281
Beth Israel Deaconess Medical Center,42.35888,-71.056804
Elmhurst University,41.89914,-87.946137
Nebraska Indian Community College,42.116817,-96.351592
"Av-Connect, Inc.",45.75204,-112.743202
Southeast Missouri State University,37.306008,-89.519215
Fort Peck Community College,48.010292,-106.445969
"Advanced Regenerative Manufacturing Institute, Inc.",42.992931,-71.46759
Guardiansat Llc,38.527669,-75.054289
"Wurq, Inc.",42.377539,-71.096823
Pollux Technologies Llc,40.412303,-74.409735
Merrimack College,43.436561,-71.820343
Exopower Inc.,40.022383,-105.124312
Cellchorus Inc.,29.71917,-95.3278
Wild Me,43.641624,-70.241009
Probloch Llc,30.146126,-97.753082
Bluefusion Inc.,42.284358,-71.394422
Innotech Systems Llc,34.232508,-118.241266
"Goodman Consulting Group, Llc",32.275046,-110.945856
"Quantum Energy, Inc.",34.414285,-119.691099
Mathematisches Forschungsinstitut Oberwolfach,48.345149,8.229975
"Este(Tm) Leverage, Inc.",34.0436,-118.46036
"Blocksynop, Inc.",39.17417,-76.96468
Off Planet Research L.l.c.,48.002585,-122.214525
General Electric Global Research Center,42.827154,-73.878047
Tohono O'odham Community College,31.916125,-111.860861
American Magnet Co Llc,30.212465,-81.38343
"Allium Engineering, Inc",42.55407,-71.02357
Polymer Solutions Inc,33.907211,-84.47909
National Institute For Pharmaceutical Technology And Education,44.976106,-93.266096
Metal Oxide Technologies Inc.,29.849576,-95.578317
Nerrative Technology Inc.,34.22138,-119.07256
"Applied Research Team, Inc.",39.75442,-105.000613
"Robigo, Inc.",44.609463,-72.81203
"Prenostik, Llc",33.731358,-117.78349
Systems Research And Consulting,42.702438,-83.204564
Carrtech Llc,39.396657,-77.434627
"Motion Grazer Ai, Inc.",42.734615,-84.480287
Agtec Innovations Inc,37.362233,-122.078186
East Los Angeles College,34.040502,-118.145168
Ai Acuity,37.428388,-122.155323
Syzygy Optics Llc,35.856165,-79.080596
Palo Alto Veterans Institute For Research,37.405139,-122.140212
"Foundation For Puerto Rico, Inc.",18.447041,-66.067352
"Eastie Farm, Inc.",42.35888,-71.056804
Southwestern University,30.633854,-97.667566
"Think Bioscience, Inc.",40.017138,-105.24451
Iqinetics Technologies Inc.,39.941624,-75.200002
"Eclipse Enterogenesis, Inc.",37.368798,-122.081435
"Aquagga, Inc.",47.259903,-122.434812
"Hyprlift, Inc.",37.350213,-121.961177
"Sunfly Brands, Inc.",47.660464,-122.393182
Neurotechr3 Inc.,40.72629,-78.806325
Chibitronics Inc.,28.18365,-82.712889
Association Of Public And Land-Grant Universities,38.903381,-77.029254
"Nexilico, Inc.",37.796356,-121.922486
Revterra Corporation,29.61826,-95.461835
Axon Dx Llc,38.14421,-78.49366
Veramorph Llc,42.16834,-71.20147
Loyola University Stritch School Of Medicine,41.860217,-87.834916
"Little Room Innovations, Llc",42.308801,-83.704816
Form Finding Studio Llc,39.952188,-75.176543
Rapa Technologies Llc,41.538179,-72.807475
"Fenix Space, Inc.",34.096248,-117.247931
"Red Shift Energy, Inc.",27.64336,-97.41208
Paradocs Health Inc.,29.703254,-95.383043
"Ecotune, Inc.",33.638018,-117.849089
"Sangali, Inc.",30.401892,-91.171398
"Fermi Energy, Inc.",37.201632,-80.412799
Early Alzheimer's Diagnostics Llc,42.597477,-73.801932
Atlanta Analytics Llc,33.793639,-84.341398
Juniata College,40.438213,-78.07373
Mcdaniel College,40.04114,-81.64816
"Optimeos Life Sciences, Inc.",40.356342,-74.594459
"Oraliva, Inc.",35.902877,-78.859184
Transparent Path Spc,47.605048,-122.059551
"Altay Therapeutics, Inc.",37.50938,-122.25305
Vortex Space Systems Llc,39.254335,-77.2035
Lateral.systems Llc,45.500385,-122.670585
"Valcon Labs, Inc.",37.420282,-121.86908
Tpl Llc,42.567298,-83.374441
"Pearl Bio, Inc.",45.022585,-69.47286
Nextglass Llc,39.094766,-77.151418
Seaflight Technologies Inc,33.840895,-118.25671
Pike Robotics Inc.,30.291782,-97.706687
Leviosa Technologies Llc,44.879717,-92.905892
"Edna Biotech, Inc",34.14993,-118.103573
Class Bucks Llc,35.202129,-106.616685
"Xtract Medical, Inc.",39.98086,-105.13759
Soka University Of America,33.555855,-117.733542
Labforinvention Corp,37.509832,-121.947715
"Synthetic Vector Designs, Llc",38.635326,-90.254102
Dcan Biosciences Llc,40.765174,-73.959935
"Alerje, Inc.",42.364973,-83.072954
Rebel Medicine Inc,40.753569,-111.831588
"Docugami, Inc.",47.708779,-122.189404
University Of Texas Of The Permian Basin,31.888128,-102.329057
Lumenastra,40.19947,-105.20575
Cuny York College,40.70215,-73.796087
S2a Technologies Llc,42.27933,-83.801632
"Us Air Tech, Llc",32.092059,-110.809078
"Greensight Agronomics, Inc.",42.384789,-71.070547
Fireline Science Llc,33.37304,-111.93337
"Molten Salt Solutions, Llc",35.634735,-106.044925
Canopii Inc.,45.00957,-122.769812
"Visionaire Products, Inc",40.539769,-80.181637
Emagine Solutions Technology,32.31421,-110.95632
"Intersphere, Inc.",40.596554,-105.071906
Comon Solutions Llc,36.617911,-121.922541
Labby Inc.,42.349913,-71.150146
"Rutgers, The State University Of New Jersey-Rbhs-Robert Wood",40.546834,-74.465779
Coastal And Estuarine Research Federation,47.707541,-122.331672
"Innatrix, Inc.",35.832544,-78.909434
Dickinson College,40.130142,-77.24301
"Storx Technologies, Inc.",42.018535,-93.315114
Plymouth State University,41.957052,-70.665058
Bureau Of Economic Analysis,38.892102,-77.033639
Robert Morris University,41.357329,-88.423727
Livingstone College,38.36212,-75.55918
Fria Llc,40.57299,-74.279839
"Skyhaven Systems, Llc",40.40274,-106.945996
Stetson University,29.0349,-81.30314
"Superior Statistical Research, Llc",43.059268,-96.169292
Thinking Robots Inc.,42.345425,-71.036866
Braillewear,39.151654,-75.512808
Slippery Rock University Of Pennsylvania,41.060359,-80.052414
Unspace Llc,27.774861,-97.102217
Archdia Llc,40.04935,-75.48998
Keene State College,40.793438,-77.860333
Yukon River Inter-Tribal Watershed Council,61.216563,-149.893442
Lasarrus Clinic And Research Center,39.329138,-76.386117
Athens State University,39.323956,-82.08492
"Aeon Sciences, Llc",39.53882,-80.047
"Hexalayer, Llc",38.221705,-85.564717
Marian University,39.8104,-86.202803
University Of Kentucky Research Foundation,38.04569,-84.498006
Ionica Sciences,42.446841,-76.47726
Santa Clara University,37.349773,-121.94153
Federal Aviation Administration,42.440822,-84.070071
East Tennessee State University,36.304185,-82.366825
Radwave Technologies Inc.,44.97106,-93.20407
University Of Maryland At Baltimore,39.289643,-76.612299
National Cancer Institute,42.370865,-83.03416
"Nanoinnovations, Llc",29.747405,-95.430352
Revive Biotechnology Inc.,26.290852,-81.712595
Santa Clara County Office Of Education,37.383765,-121.900227
Arizona Technology Council Foundation,33.47886,-112.074223
Drakeford Scott & Associates,34.904599,-79.46707
"Nininger Medical, Inc.",29.739771,-95.419566
"Florica Therapeutics, Inc.",37.790642,-122.410218
"Quick-Med Technologies, In",29.651949,-82.32501
Diverse Emergent Engineering Prospective -Deep- Designs Llc,26.143011,-80.140243
"Saphtx, Inc.",40.75738,-74.17334
Innovasonic,37.70767,-121.86019
"Onda Vision Technologies, Llc",35.777111,-78.640032
Junora Ltd,43.48211,-70.48358
Flotherm Inc,34.052199,-118.263774
"Ag350, Inc.",40.321914,-74.65616
Northeast Radio Observatory Corp,42.617839,-71.491059
Seattle Pacific University,47.649625,-122.362615
"General Engineering & Research, L.l.c.",32.89533,-117.21955
Northeastern State University,35.921143,-94.965904
Minnesota State College - Southeast Technical,44.021,-91.5551
Ernest Pharmaceuticals,42.415058,-72.560862
Kean University,40.696426,-74.269888
"Novo Aero Technology, Inc.",35.770436,-78.677452
"Wearable Defense, Llc",35.233823,-80.866115
"Battery Streak, Inc.",34.19642,-119.00889
Arieca Inc.,40.448504,-79.894621
Oys Mobility Inc.,47.669185,-122.377076
"Kenai Design, Llc",41.350149,-73.342966
"Oncospace, Inc.",39.300791,-76.592
Sustainable Road Engineering Inc,26.109593,-80.351982
Babylon Micro-Farms Inc.,37.535871,-77.434646
"Ireprogram, Llc",42.30028,-83.702647
"Verisim Life, Inc.",37.805306,-122.27058
"Allegro 3D, Inc",32.88589,-117.17491
Paramium Technologies Llc,32.092059,-110.809078
Heila Technologies Inc.,42.381711,-71.102774
Fibrosix Inc.,42.725151,-84.450819
Bondwell Technologies Lp,30.566623,-96.299413
Gp Ionics Llc,32.310449,-106.778821
Intrinsyx Bio Inc.,37.412053,-122.057688
"Blueshift Optics, Llc",37.778546,-122.233426
Mazdak International Inc.,48.99772,-122.269768
Dissect 360 Llc,41.946686,-87.722977
Ubiros Inc.,42.282382,-71.39296
"Verdox, Inc.",42.479954,-71.15221
"Eradivir, Inc.",40.464661,-86.928159
"Qcml Labs, Llc",40.43845,-86.90613
Max Powers,40.608161,-73.958385
Flobio Llc,39.941624,-75.200002
Carrisan Technologies Inc.,38.55509,-121.714165
"Green Light Labs, Inc.",34.237866,-119.039401
Cohi Group L.l.c.,45.04568,-93.16234
"Pediametrix, Inc.",39.086687,-77.151793
Flux Marine Ltd,41.662239,-71.450035
Biomilitus Llc,38.5453,-121.36536
Concordia College At Moorhead,46.873654,-96.753807
Converse College,34.991797,-81.840109
"Remedium Bio, Inc",42.279909,-71.239623
Society For Social Studies Of Science,30.447224,-91.186948
Malcova Inc,37.509295,-121.998162
Ednovo,37.520058,-122.257562
Carroll College,46.60113,-112.03877
Mcmurry University,32.432205,-99.754586
Strategic Energy Innovations,38.019055,-122.534007
"Rapid Forensic Cell Typing, Inc.",37.544253,-77.431366
Adams State University,37.468179,-105.865465
University Of Mary Washington,38.90253,-77.039386
Sanford Research/Usd,46.876936,-96.787686
Limestone College,35.053281,-85.049943
Mount Desert Island Biological Laboratory,44.389779,-68.204744
University Of  Puget Sound,47.255127,-122.442003
Sociedad Ambiente Marino Inc.,18.373204,-66.067961
Mercer County Community College,40.253421,-74.65211
The Forsyth Institute,42.36369,-71.07922
Bank Street College Of Education,40.712749,-74.005994
National Tropical Botanical Garden,21.90811,-159.51103
"Loyola University Maryland, Inc.",39.34637,-76.62187
"Hyq Research Solutions, Llc",30.598738,-96.305221
"Tumblehome, Inc.",42.350406,-71.080447
Morton Arboretum,41.77285,-88.07654
Electronic Bio Sciences,33.0078,-117.090184
South Dakota Board Of Regents,44.367719,-100.348519
Higher Education Policy Commission,38.353845,-81.698257
"Dordt University, Incorporated",43.083459,-96.164473
The J. David Gladstone Institutes,37.779238,-122.419359
Texas Wesleyan University,32.732392,-97.280164
Indiana University Of Pennsylvania,40.617243,-79.160438
Lewis University,41.602661,-88.080035
Decision Science Research Institute,44.076319,-123.080098
Aurora University,39.740328,-104.830668
World Meteorological Organization,46.226483,6.137295
Lifengine Animal Health Laboratories Incorporated,44.834166,-93.129719
"Pseudolithic, Llc",34.452314,-119.735376
Renewco2 Llc,40.659876,-74.314818
Webster University,38.590614,-90.345445
"Aidar Health, Inc",39.399775,-76.706045
"Associated Universities, Inc.",38.88245,-77.22654
Jackson Laboratory,44.389779,-68.204744
"Mapless Ai, Inc.",40.439375,-79.996754
"Xl Batteries, Inc",42.349353,-71.577972
Impressio Inc,39.828698,-104.965183
"Pheronym, Inc.",38.677125,-121.766449
"Skygig, Llc",37.287775,-121.948792
"Astrolabe Analytics, Inc.",47.662885,-122.295212
"Epiimaging, Llc",37.376659,-122.104355
Oam Photonics Llc,35.1507,-106.49255
Mississippi Gulf Coast Community College,30.780952,-89.145823
Enable Life Sciences Llc,41.731915,-72.800155
Mount Wachusett Community College,42.57484,-71.994795
"Project Vesta, Pbc",39.757843,-104.984803
Southeastern Community College Burlington,39.300632,-102.3109
Indian Hills Community College,41.205494,-95.96003
"Hexakit, Inc.",35.678778,-97.452526
Piedmont Technical College,33.918816,-85.57559
Texas State Technical College,31.639477,-97.084914
Rg Research Group,33.803774,-118.058343
Dakota College At Bottineau,48.827327,-100.449125
Northwest Vista College,29.472399,-98.704161
James A. Rhodes State College,40.793438,-77.860333
Macomb Community College,42.507,-82.97549
El Paso County Community College,31.77301,-106.37048
Hennepin Technical College,45.09683,-93.3969
Illinois Central College,40.706933,-89.524664
Linn Benton Community College,42.649866,-73.752739
University Of Arkansas System,35.79327,-91.616623
National Park Community College,34.51075,-93.054003
Edgecombe Community College,35.879051,-77.572491
Arkansas State University - Newport,35.604633,-91.282015
Piedmont Virginia Community College,38.030395,-78.477477
Worcester State University,42.263405,-71.802193
Otterbein College,40.126666,-82.931887
Education Connection,41.76374,-73.198199
Butler County Community College,40.829741,-79.912827
"Northwest Kansas Technical College, Inc.",39.346171,-101.700478
Blackhawk Technical College District,42.59313,-89.015658
Lake Area Technical College,41.863733,-99.959547
H. Lee Moffitt Cancer Center And Research Institute Hospital Inc,27.947974,-82.457098
Harford Community College,39.560543,-76.28375
Dallas College,32.807859,-96.662119
Miracosta College,33.192304,-117.299513
Mississippi Valley State University,33.513006,-90.341624
City Colleges Of Chicago Harry S Truman College,41.964434,-87.659036
Central Oregon Community College,44.059025,-121.31226
Lakeshore Technical College,43.914039,-87.751483
Bakersfield College,35.378447,-119.018073
Shippensburg University Of Pennsylvania,40.058011,-77.522362
University Of Houston - Victoria,29.760496,-95.363433
Azusa Pacific University,34.129507,-117.888343
The Holden Arboretum,36.028478,-83.928272
"Mente, Inc.",38.946184,-105.05708
Progenitor Inc.,40.755159,-111.825956
Spiro Therapeutics Llc,40.46273,-86.90971
Harris-Stowe State University,38.627464,-90.19835
Ripon College,37.739356,-121.123953
American Association Of Physics Teachers,38.9717,-76.930007
Willamette University,43.896973,-91.08129
"Solarid Ar, Llc.",35.58159,-92.43319
Rider University,40.278878,-74.736078
Montcalm Community College,43.249973,-85.13321
Laramie County Community College,41.104238,-104.778012
Merritt College,37.789551,-122.165616
Zoological Society Of San Diego,32.73463,-117.152046
Sway Innovation Co.,39.804424,-105.02539
Counsil Of The Inspectors General On Integrity & Efficiency,38.886758,-77.029973
"Avalanche Energy Designs, Inc.",47.52177,-122.299014
"Robichaux, Colleen E",34.02331,-118.17105
Sunthru Llc,42.90856,-74.01012
"Endangered Language Fund, Inc.",41.305146,-72.931503
"The University Of Chicago, Department Of Mathematics",30.231237,-97.756636
Wildlife Conservation Society,45.524781,-73.573412
Ucla Math Department,33.648997,-117.842379
Governors State University,41.44217,-87.71302
Dartmouth University,42.402831,-82.918486
"Department Of Mathematics, Cambridge University",40.97308,-73.961641
Lacim/Université Du Québec À Montréal (Uqam),44.972309,-93.243184
Stanford University (Mathematics Department),41.984528,-72.28983
Southeastern Louisiana University,30.51904,-90.45574
"Seelinger, George H",32.152475,-81.929209
Duke University Department Of Mathematics,51.760864,-1.263862
"Stanford University, Department Of Mathematics",40.342781,-74.657007
California State University-Sacramento,38.554806,-121.421075
University Of Hamburg,40.342781,-74.657007
Massachusetts Institute Of Technology Department Of Mathematics,37.424669,-122.170275
University Of Illinois Chicago,41.881953,-87.632362
The University Of Michigan-Ann Arbor,42.281424,-83.748499
Central Casting Ai Inc,42.72942,-71.184615
Columbia University Department Of Mathematics,34.070997,-118.44496
Santiago Canyon College,33.794965,-117.767165
Northern Forest Center,47.794903,-91.30763
Quantummed Inc,30.267359,-97.744969
Aluminio Inc.,37.500105,-122.258172
"Digital Bazaar, Inc.",37.22854,-80.41474
Unitary Fund,37.792125,-122.402795
"Harvard University, Department Of Mathematics",33.955018,-117.307396
"Aquaveo, Llc",40.276205,-111.650866
Histone Therapeutics Corp.,47.655795,-122.30301
Harvard-Smithsonian Center For Astrophysics,42.362652,-71.084407
Hoverr Inc.,37.22519,-121.855256
Urbanova,47.65879,-117.40761
2Innovate Llc,42.96705,-83.365786
Santa Fe Community College,35.60549,-105.99855
Independence Community College,39.057957,-94.44713
University Of Oregon,21.309742,-157.810433
Rocket Propulsion Systems Llc,47.428054,-122.249994
Ingateygen Llc,35.902877,-78.859184
"Novel Farms, Inc.",37.852844,-122.286979
Resource Chemical Corp.,37.417785,-122.150825
Mit Department Of Mathematics,44.051148,-123.091691
University Of Wisconsin-Stevens Point,44.522526,-89.584834
Jacksonville State University,33.82615,-85.764497
Fybraworks Foods Inc.,44.97106,-93.20407
Phoenix Waste Solutions Inc.,29.319658,-90.645167
"Tender Food, Inc",42.37967,-71.096373
American Institute Of Biological Sciences,38.963069,-77.398045
Federal Law Enforcement Training Center,31.228375,-81.462855
"Zeteo Tech, Inc.",39.376665,-76.960964
Geminatio,40.927201,-73.318448
Milwaukee 7 Water Council,43.029154,-87.913615
Rosebud Biosciences Inc.,37.896163,-122.175282
Mechano Therapeutics Llc,39.941624,-75.200002
Nomi Materials Corp,40.857849,-73.934542
"Prairielearn, Inc.",40.09115,-88.23998
"Mammae Biosciences, Inc.",39.110796,-75.539147
Llc Bg Biologics,41.372366,-83.652305
Neurosomnicsllc,36.145807,-115.285674
"Curiedx, Inc",39.37789,-76.60375
Morphobotics Llc,41.738486,-71.307936
Leaficient Inc,40.771815,-80.020643
"L-Infinity Labs, Inc.",42.33273,-71.45169
Revision Autonomy Inc,42.25568,-85.64562
"Empallo, Inc.",42.394835,-71.147634
Zealous Research Llc,42.442802,-76.512289
Phytostone Llc,42.954473,-78.824782
"Tiwaz Technologies, Llc",32.788841,-97.110007
Hera Health Solutions Inc.,33.16984,-96.733955
Nearstar Fusion Inc,38.885581,-77.428769
Reegen Inc,42.439687,-76.496695
"Parthian Battery Solutions, Llc",39.693193,-80.041167
Genassist Inc,37.34782,-89.55204
Otherwordly Llc,38.98756,-76.9978
Amie Health Inc.,40.020988,-105.217335
"Next-Ion Energy, Inc.",39.101371,-121.624704
"Karios Technologies, Llc",38.01745,-78.49852
Uninet Llc,41.305958,-72.922827
"Techstyle Materials, Inc.",41.834964,-71.407601
Total Analysis L.l.c.,42.355924,-83.150602
Scdevice Llc,45.543777,-122.804303
"Nu Planet Pharmaceutical Radioisotopes, Inc.",33.659118,-111.92343
"Surgic, Llc",33.591544,-101.899444
Emprise Concepts Llc,39.5957,-105.35973
Shamrck Social Impact Corp,33.44869,-82.10481
Roplagarin Llc,39.52403,-119.805965
Solopulse Corp.,33.98334,-84.21562
"Industrial Analytics And Modeling, Inc.",30.258197,-97.728468
"Care Weather Technologies, Llc",40.2393,-111.66124
"Pensievision, Inc.",32.961492,-117.189627
Interlune Corporation,47.552353,-122.327352
"Perseus Materials, Inc.",35.954165,-83.978664
Thiozen Inc.,34.147712,-118.095271
"Emtruth, Inc.",34.17291,-118.25256
Voltela Inc,40.755112,-73.955502
"Eysz, Inc.",37.858416,-122.254718
"Off-World, Inc.",43.071025,-87.885373
"Quantivly, Inc.",42.395014,-71.122011
Celldrop Inc,41.31837,-105.569526
Celludot Llc,36.061672,-94.161387
Soilserdem Llc,42.05428,-93.623788
Supremetric Llc,42.597477,-73.801932
Insoma Bio Inc,35.998769,-78.907928
Qas.ai Inc,43.000522,-78.707389
Harvard Medical School,42.27342,-71.02543
Vanderbilt University Department Of Biological Science,36.152406,-86.765626
Himet Materials Llc,37.118135,-121.646573
Appalachian College Association,35.72826,-83.813525
Usgs California Volcano Observatory,40.008861,-105.273927
Field Museum,47.655098,-122.30868
Southern California Tribal Chairmens Association,33.36333,-117.09367
Boyce Thompson Institute,42.441083,-76.496377
Lincoln Park Zoo,41.917526,-87.63233
University Of Cincinnati,39.147394,-84.477529
Simplybreathe L.l.c.,30.02503,-90.08896
Mississippi State University Assure Research & Development Corpo,33.470421,-88.789583
University Of Alabama,33.209826,-87.568225
"Ehichioya, David Ehireme",32.816371,-96.843078
Wisys Technology Foundation Inc,43.076077,-89.426069
"Vine Medical, Inc.",43.796495,-70.258488
"Ramirez-Corona, Bryan A",47.661205,-122.28794
Rutgers University - Newark,43.073227,-89.397429
Emerson College,42.352245,-71.06572
Marian University Indianapolis,39.943598,-86.145936
Stanford University - Biology Department,38.356143,-121.988642
University Of North Carolina Charlotte,35.329989,-80.7388
"Desimone, Joely",39.657852,-78.928722
University Of Wisconsin-Madison / Trout Lake Research Station,46.112884,-89.647692
"Breitenbach, Anthony",42.345451,-83.184218
University Of Louisville,38.21929,-85.76141
Hinds Community College-Utica,32.259487,-90.422896
Olivia Kosterlitz,47.655098,-122.30868
Smithsonian Tropical Research Institute,29.649763,-82.343513
Rutgers University - Camden,42.37257,-71.120149
"Snead, Anthony Andrew",33.209826,-87.568225
"Froehlich, Catheline Yasmin-Magali",30.254266,-88.112399
Mit Civil And Environmental Engineering,37.424669,-122.170275
University Of Washington - Seattle,47.655098,-122.30868
"Stanton, Lauren Ashely",37.872576,-122.259562
Stanford University - Department Of Biology,34.070997,-118.44496
Rhode Island Hospital,41.819721,-71.376271
National Center For Higher Education Management Systems,40.030208,-105.247217
Jarvis Christian College,38.18245,-79.22785
Ecological Society Of America,38.905422,-77.044551
Spectral Sciences Inc,42.491171,-71.226893
"Catalyst Campus For Technology And Innovation, Inc.",38.832763,-104.814529
University Of California Davis,42.37967,-71.096373
Austin Peay State University,30.282774,-97.75781
"University Of Nevada, Reno",39.525781,-119.812917
Fort Valley State University,32.553874,-83.886421
Canada-France-Hawaii Telescope Corporation,20.019435,-155.672015
"Starling Medical, Inc.",29.703254,-95.383043
University Of Maine Farmington,44.669089,-70.149239
Wesleyan University,41.556656,-72.654922
Uc Berkeley,37.424669,-122.170275
University Of Alaska Fairbanks,64.836325,-147.718082
University Of Tennessee Institute Of Agriculture,35.949174,-83.941943
The University Of British Columbia,27.834154,-97.06171
"Impact Proteomics, Llc",40.47637,-79.91611
University Of North Carolina At Wilmington,34.22547,-77.944855
Westat Inc,39.094891,-77.181595
Oakwood College,34.75305,-86.65079
Denver Museum Of Nature & Science,38.905178,-77.062811
University Of Texas,33.541135,-101.870483
University Of Texas Southwestern Medical Center,32.812155,-96.840056
Kutztown University,40.508076,-75.781793
"Castag Biosciences, Inc.",35.998769,-78.907928
Carnegie Institution Of Washington,40.170867,-80.245458
"Geomat, Llc",34.010107,-81.036157
Association Of American Colleges And Universities,38.90253,-77.039386
New Horizon Biotech Inc,40.70611,-75.35078
Tempo Therapeutics,32.803761,-117.215287
Inchfab Inc.,37.787925,-122.256261
Grit Bio Inc,40.779034,-73.984295
"Flow Raider, Llc",38.976509,-76.515089
Sisseton Wahpeton Community College,45.562652,-97.060698
Passaic County Community College,40.9181,-74.168812
"Kintsugi Mindful Wellness, Inc.",37.88938,-122.26073
Orion Therapeutics Inc.,35.898754,-83.861809
University Of The Pacific,37.980723,-121.310853
Southern Connecticut State University,41.306065,-72.925772
"Aura Intelligent Systems, Inc.",42.345425,-71.036866
Applied Science & Technology Organization Of America Corp,41.451256,-90.494183
Vytal Plant Science Research,40.303251,-76.807563
"Inanovate, Inc.",43.60048,-96.78048
Fielding Graduate University,34.423349,-119.70343
Missouri University Of Science And Technology,37.94842,-91.772605
Weav3d Inc.,33.94029,-84.15184
University Of North Alabama,34.800157,-87.675926
Picolo Labs Inc,42.842821,-106.225001
University Of Central Oklahoma,35.656643,-97.465691
"Altigg Therapeutics, Inc.",42.298045,-71.00804
"Quadratic 3D, Inc.",42.382312,-71.1057
"Aliro Technologies, Inc.",42.363197,-71.139699
Silicon Assurance Llc,29.650009,-82.332757
Bluedot Photonics Inc.,47.727539,-122.217481
"Fathhome, Inc.",34.05791,-118.54425
Hawaii Integrated Analytics Llc,21.308726,-157.808676
"Gate Scientific, Inc.",37.423305,-121.88801
Crosstalk Llc,39.06687,-94.591012
Lebanon Valley College,40.329284,-76.51552
"Avior, Inc.",35.79506,-78.80592
"Makefully, Llc",39.026778,-94.574161
"Inherent Targeting, Llc",45.505592,-122.68291
