INSTNM,INSTURL
Huntington Junior College,www.hjc.edu/
James Rumsey Technical Institute,www.jamesrumsey.com/
Ralph R Willis Career and Technical Center,www.rrw.logancountyschoolswv.com/
Marshall University,https://www.marshall.edu/
Mercer County Technical Education Center,https://mercercountyschools.sites.thrillshare.com/o/mctec
Monongalia County Technical Education Center,https://mtec.mono.k12.wv.us/
Morgantown Beauty College Inc,www.morgantownbeautycollege.edu/
West Virginia University at Parkersburg,www.wvup.edu/
Potomac State College of West Virginia University,www.potomacstatecollege.edu/
Academy of Careers and Technology,www.wvact.net/
Salem University,https://www.salemu.edu/
Shepherd University,www.shepherd.edu/
Southern West Virginia Community and Technical College,https://www.southernwv.edu/
Fred W Eberle Technical Center,fetc.edu/
West Virginia School of Osteopathic Medicine,www.wvsom.edu/
West Virginia State University,www.wvstateu.edu/
West Virginia University Hospital Departments of Rad Tech and Nutrition,https://wvumedicine.org/radtech
West Liberty University,www.westliberty.edu/
West Virginia University Institute of Technology,www.wvutech.edu/
West Virginia Wesleyan College,www.wvwc.edu/
West Virginia Junior College-Charleston,www.wvjc.edu/
West Virginia Junior College-Morgantown,www.wvjc.edu/
International Beauty School 4,www.theinternationalbeautyschool.com/
West Virginia Northern Community College,www.wvncc.edu/
West Virginia University,www.wvu.edu/
Wheeling University,www.wheeling.edu/
Wood County Technical Center-Practical Nursing,https://www.woodcountyschoolswv.com/o/wctc/page/practical-nursing
VICI Beauty School,www.vicibeautyschool.com/
Alverno College,https://www.alverno.edu/
Madison Area Technical College,madisoncollege.edu/
Bellin College,https://www.bellincollege.edu/
Beloit College,www.beloit.edu/
Blackhawk Technical College,www.blackhawk.edu/
Carroll University,www.carrollu.edu/
Carthage College,www.carthage.edu/
Concordia University-Wisconsin,https://www.cuw.edu/
Edgewood College,www.edgewood.edu/
Fox Valley Technical College,https://www.fvtc.edu/
Gateway Technical College,https://www.gtc.edu/
The Professional Hair Design Academy,phdacademy.edu/
Lakeland University,www.lakeland.edu/
Lakeshore Technical College,gotoltc.edu/
Lawrence University,https://www.lawrence.edu/
Maranatha Baptist University,www.mbu.edu/
Marian University,https://www.marianuniversity.edu/
Marquette University,www.marquette.edu/
Medical College of Wisconsin,www.mcw.edu/
Mid-State Technical College,https://www.mstc.edu/
Milwaukee Area Technical College,https://www.matc.edu/
Milwaukee Institute of Art & Design,www.miad.edu/
Milwaukee School of Engineering,www.msoe.edu/
Moraine Park Technical College,www.morainepark.edu/
Mount Mary University,www.mtmary.edu/
Nashotah House,www.nashotah.edu/
Nicolet Area Technical College,https://www.nicoletcollege.edu/
Northcentral Technical College,www.ntc.edu/
Northeast Wisconsin Technical College,https://www.nwtc.edu/
Northland College,https://www.northland.edu/
Ripon College,www.ripon.edu/
Sacred Heart Seminary and School of Theology,www.shsst.edu/
Saint Norbert College,www.snc.edu/
State College of Beauty Culture Inc,www.statecollegeofbeauty.com/
Southwest Wisconsin Technical College,https://www.swtc.edu/
Viterbo University,https://www.viterbo.edu/
Chippewa Valley Technical College,www.cvtc.edu/
Waukesha County Technical College,https://www.wctc.edu/
Western Technical College,https://www.westerntc.edu/
University of Wisconsin-Whitewater,www.uww.edu/
Northwood Technical College,https://www.northwoodtech.edu/
Wisconsin School of Professional Psychology,www.wspp.edu/
University of Wisconsin-Eau Claire,www.uwec.edu/
University of Wisconsin-Green Bay,www.uwgb.edu/
University of Wisconsin-La Crosse,www.uwlax.edu/
Wisconsin Lutheran College,www.wlc.edu/
University of Wisconsin-Oshkosh,https://www.uwosh.edu/
University of Wisconsin-Parkside,https://www.uwp.edu/
Herzing University-Madison,https://www.herzing.edu/
University of Wisconsin-Stout,www.uwstout.edu/
University of Wisconsin-Superior,https://www.uwsuper.edu/
University of Wisconsin-Madison,www.wisc.edu/
University of Wisconsin-Milwaukee,uwm.edu/
University of Wisconsin-Platteville,https://www.uwplatt.edu/
University of Wisconsin-River Falls,https://www.uwrf.edu/
University of Wisconsin-Stevens Point,https://www.uwsp.edu/
Casper College,https://www.caspercollege.edu/
Central Wyoming College,https://www.cwc.edu/
Eastern Wyoming College,https://ewc.wy.edu/
Laramie County Community College,https://www.lccc.wy.edu/
Northwest College,www.nwc.edu/
Northern Wyoming Community College District,https://www.sheridan.edu/
Western Wyoming Community College,https://www.westernwyoming.edu/
Cheeks Beauty Academy,www.cheeksusa.com/
WyoTech,https://www.wyotech.edu/
University of Wyoming,https://www.uwyo.edu/
American Samoa Community College,www.amsamoa.edu/
Guam Community College,www.guamcc.edu/
University of Guam,https://www.uog.edu/
Northern Marianas College,www.marianas.edu/
Institute of Beauty Careers,www.ibcbelleza.com/
American Educational College,https://www.amedcopr.com/
Antilles School of Technical Careers,https://antillespr.edu/
Universidad Adventista de las Antillas,https://www.uaa.edu/
Atlantic University,www.atlanticu.edu/
Universidad Central de Bayamon,ucb.edu.pr/
Columbia Central University-Caguas,columbiacentral.edu/
Albizu University-San Juan,https://www.albizu.edu/
Caribbean University-Bayamon,www.caribbean.edu/
Caribbean University-Carolina,www.caribbean.edu/
Pontifical Catholic University of Puerto Rico-Arecibo,www.pucpr.edu/arecibo
Pontifical Catholic University of Puerto Rico-Ponce,https://www.pucpr.edu/
CEM College-San Juan,www.cemcollege.edu/cem/
Universidad Teologica del Caribe,utcpr.edu/
Colegio Universitario de San Juan,www.cunisanjuan.edu/
Universidad Ana G. Mendez-Cupey Campus,uagm.edu/
Puerto Rico Conservatory of Music,cmpr.edu/
Center for Advanced Studies On Puerto Rico and the Caribbean,ceaprc.edu/
EDP University of Puerto Rico Inc-San Sebastian,www.edpuniversity.edu/
Emma's Beauty Academy-Mayaguez,www.emmasbeautyacademy.net/
Escuela de Artes Plasticas y Diseno de Puerto Rico,www.eap.edu/
Instituto Tecnologico de Puerto Rico-Recinto de Manati,itec.pr/ITPR-Joomla/
Huertas College,www.huertas.edu/
Humacao Community College,www.hccpr.edu/
ICPR Junior College-Arecibo,www.icprjc.edu/
ICPR Junior College-Mayaguez,www.icprjc.edu/
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,www.de.gov/itec-2/
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,https://instituto-tecnologico-de-puerto-rico-1.jimdosite.com/
Inter American University of Puerto Rico-San German,www.sg.inter.edu/
Inter American University of Puerto Rico-Aguadilla,aguadilla.inter.edu/
Inter American University of Puerto Rico-Arecibo,www.arecibo.inter.edu/
Inter American University of Puerto Rico-Barranquitas,www.br.inter.edu/
Inter American University of Puerto Rico-Metro,metro.inter.edu/
Inter American University of Puerto Rico-Ponce,www.ponce.inter.edu/
Inter American University of Puerto Rico-Fajardo,www.fajardo.inter.edu/
Inter American University of Puerto Rico-Guayama,www.guayama.inter.edu/
Inter American University of Puerto Rico-Bayamon,bayamon.inter.edu/
Inter American University of Puerto Rico-School of Law,www.derecho.inter.edu/
Liceo de Arte y Tecnologia,www.liceo.edu/
Modern Hairstyling Institute-Bayamon,www.modern.edu/
Modern Hairstyling Institute-Arecibo,www.modern.edu/
NUC University,www.nuc.edu/
Ponce Health Sciences University,https://www.psm.edu/
University of Puerto Rico-Aguadilla,https://www.uprag.edu/
University of Puerto Rico-Arecibo,www.upra.edu/
University of Puerto Rico-Bayamon,www.uprb.edu/
University of Puerto Rico-Carolina,www.uprc.edu/
University of Puerto Rico at Cayey,www.cayey.upr.edu/
University of Puerto Rico-Humacao,www.upr.edu/humacao/
University of Puerto Rico-Utuado,www.uprutuado.edu/
University of Puerto Rico-Mayaguez,https://www.uprm.edu/
University of Puerto Rico-Medical Sciences,www.rcm.upr.edu/
University of Puerto Rico at Ponce,www.uprp.edu/
University of Puerto Rico-Rio Piedras,https://www.uprrp.edu/
Universidad Ana G. Mendez-Carolina Campus,uagm.edu/
Universidad del Sagrado Corazon,www.sagrado.edu/
Seminario Evangelico de Puerto Rico,www.se-pr.edu/
Universidad Central Del Caribe,https://www.uccaribe.edu/
Universidad Politecnica de Puerto Rico,www.pupr.edu/
Pontifical Catholic University of Puerto Rico-Mayaguez,https://mayaguez.pucpr.edu/
Universidad Ana G. Mendez-Gurabo Campus,uagm.edu/
College of Micronesia-FSM,www.comfsm.fm/
Palau Community College,palau.edu/
University of the Virgin Islands,www.uvi.edu/
Stanford University,www.stanford.edu/
Purdue University-Main Campus,https://www.purdue.edu/
Blue Hills Regional Technical School,www.bluehills.org/practical-nursing/overview
Parker University,www.parker.edu/
EDP University of Puerto Rico Inc-San Juan,www.edpuniversity.edu/
ICPR Junior College,www.icprjc.edu/
City College-Hollywood,https://www.citycollege.edu/
Meridian College,www.meridian.edu/
Georgia State University-Perimeter College,perimeter.gsu.edu/
Georgia Piedmont Technical College,www.gptc.edu/
ETI School of Skilled Trades,www.eticampus.edu/
Traxlers School of Hair,traxlerschoolofhair.com/
Warren County Community College,www.warren.edu/
St. John's College,www.sjc.edu/
Bais Medrash Elyon,baismedroshelyon.com/
Antioch University-Los Angeles,www.antiochla.edu/
Antioch University-Santa Barbara,www.antiochsb.edu/
Antioch University-New England,www.antiochne.edu/
Antioch University-Seattle,www.antiochseattle.edu/
Antioch University,www.antioch.edu/
Mid-America Christian University,www.macu.edu/
Miller-Motte College-Tulsa,https://www.miller-motte.edu/
Ponca City Beauty College,https://www.poncacity-beautycollege.com/
Francis Tuttle Technology Center,www.francistuttle.edu/
Central Technology Center,www.centraltech.edu/
Carrington College-Portland,https://carrington.edu/
Career Technology Center of Lackawanna County,https://www.ctclc.edu/Domain/138
Palo Alto College,alamo.edu/pac/
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,www.ucastx.com/
Central Texas Beauty College-Round Rock,www.centraltexasbeautycollege.com/
HJ International Graduate School for Peace and Public Leadership,https://www.uts.edu/
Athens Technical College,www.athenstech.edu/
GateWay Community College-Central City,www.gatewaycc.edu/about-gateway/central-city-campus
Carrington College-San Leandro Campus,https://carrington.edu/
Headmasters School of Hair Design,https://headmasters.edu/
The Salon Professional Academy-Nampa,www.tspanampa.com/
Beckfield College-Florence,www.beckfield.edu/
Dorsey College-Wayne,www.dorsey.edu/
Ecumenical Theological Seminary,www.etseminary.edu/
Ross Medical Education Center-Saginaw,https://rosseducation.edu/
Sussex County Community College,www.sussex.edu/
Landmark College,www.landmark.edu/
Yeshiva Gedolah of Greater Detroit,https://www.yeshivagedolahgreaterdetroit.com/
Collin County Community College District,www.collin.edu/
Owensboro Community and Technical College,https://owensboro.kctcs.edu/
Allure Beauty College,www.allurebeautycollege.com/
Cloyd's Beauty School 3 Inc,https://cloydsbeautyschools.edu/
Moore Norman Technology Center,https://www.mntc.edu/
Fayette County Career & Technical Institute Practical Nursing Program,www.fayettecti.org/
Franklin County Career and Technology Center,www.franklincountylpn.org/
Paul Mitchell the School-Knoxville,knoxville.paulmitchell.edu/
Ogle School Hair Skin Nails-Hurst,www.ogleschool.edu/
Tennessee College of Applied Technology Nashville,www.tcatnashville.edu/
ECPI University,www.ecpi.edu/
Ms Roberts Academy of Beauty Culture,www.msroberts-academy.com/
Paul Mitchell the School-Houston,paulmitchell.edu/houston
Fortis Institute-Forty Fort,www.fortis.edu/
Laurel Business Institute,laurel.edu/
Aviation Institute of Maintenance-Philadelphia,https://aviationmaintenance.edu/campuses/philadelphia-pa
Dorsey College-Roseville,www.dorsey.edu/
Moler-Pickens Beauty Academy,molerhollywood.com/
Red River Technology Center,www.rrtc.edu/
Southern Union State Community College,www.suscc.edu/
South University-Columbia,"www.southuniversity.edu/columbia#location=Columbia, SC"
Clinton Technical School,clintoncardinals.org/
Greene County Career and Technology Center,www.greenectc.org/
Lac Courte Oreilles Ojibwe University,www.lco.edu/
Diesel Driving Academy-Shreveport,www.dda.edu/
Pima Medical Institute-Mesa,https://pmi.edu/
Platt College-Los Angeles,www.plattcollege.edu/
Platt College-Aurora,www.plattcolorado.edu/
Paul Mitchell the School-Boise,paulmitchell.edu/boise
Educators of Beauty College of Cosmetology-Rockford,www.educatorsofbeauty.com/
Northwestern College,www.nc.edu/
Douglas J Aveda Institute,www.douglasj.edu/
Ross Medical Education Center-Brighton,https://rosseducation.edu/
Ross Medical Education Center-Ann Arbor,https://rosseducation.edu/
Dorsey School of Beauty,www.dorsey.edu/dsbt/taylor-campus/
Pike-Lincoln Technical Center,pltc.edu/
St Charles Community College,www.stchas.edu/
University of Massachusetts Global,www.umassglobal.edu/
New College of Florida,www.ncf.edu/
Montana Bible College,https://montanabiblecollege.edu/
Conservatory of Recording Arts and Sciences,www.cras.edu/
Adrian's Beauty College of Turlock,www.adrians.edu/
San Joaquin Valley College-Fresno,www.sjvc.edu/
Dr. Ida Rolf Institute,https://rolf.org/
Aveda Institute-Fort Myers,www.beaveda.com/
Ross Medical Education Center-Port Huron,https://rosseducation.edu/
Raphael's School of Beauty Culture Inc-Alliance,raphaelsbeautyschool.edu/
Metro Technology Centers,https://www.metrotech.edu/
Luna Community College,www.luna.edu/
Grabber School of Hair Design,grabberschool.edu/
Yeshivah Gedolah Rabbinical College,www.lecfl.com/
Raphael's School of Beauty Culture Inc-Brunswick,www.raphaelsbeautyschool.edu/
Caribbean University-Ponce,www.caribbean.edu/
Caribbean University-Vega Baja,www.caribbean.edu/
University of Advancing Technology,https://www.uat.edu/
Paradise Valley Community College,https://www.paradisevalley.edu/
Chandler-Gilbert Community College,www.cgc.maricopa.edu/
Great Plains Technology Center,www.greatplains.edu/
Roane-Jackson Technical Center,www.rjtcwv.com/
Pioneer Technology Center,pioneertech.edu/
Portage Lakes Career Center,www.plcc.edu/
Bell Mar Beauty College,www.bellmar.edu/
Caddo Kiowa Technology Center,cktc.edu/
Center for Instruction Technology & Innovation,https://www.citiboces.org/domain/14
International School of Skin Nailcare & Massage Therapy,issnmtschool.com/
Palomar Institute of Cosmetology,https://pic.edu/
Southern Oklahoma Technology Center,https://www.sotech.edu/
Autry Technology Center,autrytech.edu/
Greene County Career Center,www.greeneccc.com/
Canadian Valley Technology Center,www.cvtech.edu/
Wilkes-Barre Area Career and Technical Center Practical Nursing,https://www.wbpracnsg.com/
Meridian Technology Center,https://www.meridiantech.edu/
Waynesville Career Center,www.waynesville.k12.mo.us/Domain/9
Capitol Beauty School,https://www.hairschoolomaha.com/
Morris County Vocational School District,www.mcvts.org/
Ross Medical Education Center-Roosevelt Park,https://rosseducation.edu/
Ross Medical Education Center-Kentwood,https://rosseducation.edu/
South Florida Bible College and Theological Seminary,https://www.sfbc.edu/
Cloyd's Barber School 2 Inc,https://cloydsbarberschool.edu/
Universal Technical Institute of Illinois Inc,www.uti.edu/
Pennsylvania College of Technology,https://www.pct.edu/
Commonwealth Institute of Funeral Service,https://www.commonwealth.edu/
Delta College of Arts & Technology,www.deltacollege.com/
Stone Child College,www.stonechild.edu/
New York Academy of Art,nyaa.edu/
Suffolk County Community College,https://www.sunysuffolk.edu/
Las Positas College,www.laspositascollege.edu/
Ogeechee Technical College,www.ogeecheetech.edu/
Remington College-Mobile Campus,https://www.remingtoncollege.edu/locations/mobile/
Southern Technical College,www.southerntech.edu/
Mercy-St Luke's School of Radiologic Technology,https://www.mercycare.org/employment/students/school-of-radiologic-technology/
Northwest Technology Center-Alva,https://nwtech.edu/
Mercer County Career Center,www.mercerccc.org/
California State University-San Marcos,www.csusm.edu/
Hairmasters Institute of Cosmetology,www.hair-masters.com/
Tricoci University of Beauty Culture LLC-Bloomington,www.tricociuniversity.edu/
Interactive College of Technology-Newport,www.ict.edu/
Miller-Motte College-McCann-Monroe,https://www.mccann.edu/
Ross Medical Education Center-Taylor,https://rosseducation.edu/
Interactive College of Technology,www.ict.edu/campuses/tx/southwest-houston/
Butler Beauty Academy-New Castle Beauty Academy,beautyacademies.net/
NorthWest Arkansas Community College,www.nwacc.edu/
H W Brewster Technical College,www.hillsboroughschools.org/Brewster
Hodges University,https://www.hodges.edu/
University of St. Augustine for Health Sciences,www.usa.edu/
Capital Area Career Center,https://caccspringfield.org/
Hair Professionals Career College,hairpros.edu/
Empire Beauty School-Bloomfield,www.empire.edu/
Southwest Technology Center,www.swtech.edu/
Western Area Career & Technology Center,www.wactc.net/
Nossi College of Art and Design,https://www.nossi.edu/
Pima Medical Institute-Seattle,https://pmi.edu/
Mineral County Vocational Technical Center,www.boe.mine.k12.wv.us/o/mctc
Hypnosis Motivation Institute,hypnosis.edu/
Thanh Le College School of Cosmetology,www.thanhlecollege.org/
Southeastern Technical College,www.southeasterntech.edu/
Massachusetts School of Law,www.mslaw.edu/
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,www.uti.edu/
Erwin Technical College,www.hillsboroughschools.org/erwin
Rosel School of Cosmetology,www.roselschool.org/
Worsham College of Mortuary Science,www.worsham.edu/
Bryan University,www.bryanu.edu/
Oregon College of Oriental Medicine,ocom.edu/
Central Pennsylvania Institute of Science and Technology,www.cpi.edu/
Northwest Educational Center,nwec.edu/
PCI Health Training Center,www.pcihealth.edu/
Hamrick School,https://www.hamrickschool.edu/
Fortis College,www.fortis.edu/
Downey Adult School,www.das.edu/
CRU Institute of Cosmetology and Barbering,www.cruinstitute.com/
Modern Technology School,https://www.mtschool.edu/
National Career Education,nce.edu/
North-West College-Glendale,www.nw.edu/
Fremont University,https://www.fremont.edu/
Pomona Unified School District Adult and Career Education,https://ace.pusd.org/
Universal College of Beauty Inc-Los Angeles 2,www.universalcollegeofbeauty.com/
IBMC College,www.ibmc.edu/
Avalon Institute-Aurora,avalon.edu/aurora-co/
Academy of Cosmetology,academyofcosmetology.edu/
Fortis College-Smyrna,fortis.edu/
Ross College-Davenport,https://rosseducation.edu/
Pivot Point Academy,www.pivotpoint.edu/
Blalock's Professional Beauty College,blalockbeauty.com/
Diesel Driving Academy-Baton Rouge,www.dda.edu/
New England Hair Academy,www.newenglandhairacademy.com/
Rob Roy Academy-Worcester,www.rob-roy.com/
Upper Cape Cod Regional Technical School,www.uctpracticalnursing.com/
All-State Career-Baltimore,https://www.allstatecareer.edu/
Adler Graduate School,www.alfredadler.edu/
Academy of Hair Design-Jackson,mississippibarberacademy.com/
KC's School of Hair Design,www.kcsschoolofhair.com/
Lincoln Technical Institute-Moorestown,www.lincolntech.edu/campus/moorestown-nj
MCVSD,www.mcvsd.org/
Yeshiva Gedolah Imrei Yosef D'spinka,spinka58st.com/
Knox County Career Center,https://www.knoxtechnicalcenter.com/
Madison Adult Career Center,www.madisonadultcc.org/
Remington College-Cleveland Campus,https://www.remingtoncollege.edu/locations/cleveland/
Brown & Clermont Adult Career Campuses,www.bccareer.org/
Chisholm Trail Technology Center,www.cttc.edu/
Gordon Cooper Technology Center,www.gctech.edu/
Kiamichi Technology Center-McAlester,www.ktc.edu/
YTI Career Institute-Altoona,www.yti.edu/
Eastern Center for Arts and Technology,www.eastech.org/
Empire Beauty School-Center City Philadelphia,www.empire.edu/
CEM College-Humacao,https://www.cemcollege.edu/cem/
Colegio Mayor de Tecnologia Inc,www.cmtarroyo.com/
Institucion Chaviano de Mayaguez,www.mitpr.edu/
Liceo de Arte-Dise-O y Comercio,www.liceocaguas.com/
Universal Technology College of Puerto Rico,www.unitecpr.edu/
Academy of Hair Technology,www.hairchamps.com/
Mr Wayne's School of Unisex Hair Design,www.misterwaynes.com/
Queen City College,https://queencitycollege.com/
College of the Marshall Islands,https://www.cmi.edu/
Remington College-Fort Worth Campus,https://www.remingtoncollege.edu/locations/fort-worth/
UCAS University of Cosmetology Arts & Sciences,www.ucastx.com/
School of Automotive Machinists & Technology,samtech.edu/
Nuvani Institute,https://www.nuvani.edu/
Nuvani Institute,https://www.nuvani.edu/
Texas College of Cosmetology-Abilene,www.texascollegecosmetology.com/
Centura College-Newport News,https://www.centuracollege.edu/campuses/newport-news
Centura College-Norfolk,https://www.centuracollege.edu/campuses/norfolk
Virginia Beach City Public Schools School of Practical Nursing,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing
Northwest College of Art & Design,https://ncad.edu/
University of Washington-Bothell Campus,https://www.uwb.edu/
University of Washington-Tacoma Campus,https://www.tacoma.uw.edu/
Huntington School of Beauty Culture,https://huntingtonschoolofbeauty.com/
Valley College-Beckley,www.valley.edu/
Valley College-Martinsburg,www.valley.edu/
Bellus Academy-Poway,www.bellusacademy.edu/
Capstone College,www.capstonecollege.edu/
Central Coast College,https://www.centralcoastcollege.edu/
Pacific College of Health and Science,www.pacificcollege.edu/
Artistic Nails and Beauty Academy-Tampa,https://www.artistic.edu/
National Aviation Academy of Tampa Bay,www.naa.edu/
Madison Oneida BOCES-Practical Nursing Program,www.moboces.org/programs_services/adulted/health_occupations
College of Health Care Professions,www.chcp.edu/
Center for Advanced Legal Studies,www.paralegal.edu/
Houston Training School-Main Campus,houstontrainingschools.net/
Bay Mills Community College,www.bmcc.edu/
Fond du Lac Tribal and Community College,www.fdltcc.edu/
Northwest Indian College,www.nwic.edu/
Provo College,www.provocollege.edu/
CET-Coachella,https://cetweb.edu/
CET-Oxnard,https://cetweb.edu/
CET-Santa Maria,https://www.cetweb.edu/
Colorado Chinese Medicine University,www.ccmu.edu/
Michigan College of Beauty-Troy,michigancollegeofbeautytroy.com/
Ogle School Hair Skin Nails-Dallas,www.ogleschool.edu/
Phoenix Seminary,www.ps.edu/
Faust Institute of Cosmetology-Spirit Lake,www.faustinstitute.com/
Cheeks Beauty Academy,cheeksusa.com/
Colorado School of Healing Arts,www.csha.net/
Mt. Diablo Adult Education-Mt. Diablo USD,https://mdae.mdusd.org/
Greater Lowell Technical School,https://www.gltech.org/
Academy of Hair Design-Pearl,www.academyofhair.com/
Genesis Career College-Lebanon,www.genesiscareer.edu/
Southwest College for the Deaf,https://howardcollege.edu/swcd/
Fortis College-Richmond,www.fortis.edu/
Midwest College of Oriental Medicine-Racine,www.acupuncture.edu/
Hacienda La Puente Adult Education,www.hlpae.com/
La Belle Beauty Academy,www.labellebeauty.net/
Hawaii Community College,www.hawaii.hawaii.edu/
Robert Fiance Beauty Schools-North Plainfield,www.robertfiance.edu/
Long Island Beauty School-Hauppauge,www.libs.edu/
Buckeye Joint Vocational School,www.buckeyecareercenter.org/
Sandusky Career Center,www.sanduskycareercenter.org/
Greater Altoona Career & Technology Center,www.gactc.edu/
Central Texas Beauty College-Temple,www.centraltexasbeautycollege.com/
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,www.e2ccb.org/
Empire Beauty School-Brooklyn,www.empire.edu/
Eastern New Mexico University Ruidoso Branch Community College,www.ruidoso.enmu.edu/
UEI College-Ontario,https://www.uei.edu/
UEI College-Reseda,https://www.uei.edu/
Beacon College,https://www.beaconcollege.edu/
Acupuncture and Integrative Medicine College-Berkeley,https://www.aimc.edu/
Estrella Mountain Community College,www.estrellamountain.edu/
Heartland Community College,https://www.heartland.edu/
University of the Potomac-Washington DC Campus,www.potomac.edu/
Rabbi Jacob Joseph School,https://rabbijacobjoseph.com/
The Salon Professional Academy-Melbourne,www.tspamelbourne.com/
Albert Einstein College of Medicine,www.einsteinmed.edu/
Fortis Institute-Scranton,www.fortis.edu/
Everglades University,https://www.evergladesuniversity.edu/
Seminar L'moros Bais Yaakov,seminarlmorosbaisyaakov.com/
Herzing University-Orlando,https://www.herzing.edu/
Cortiva Institute,www.cortiva.edu/
College of Biblical Studies-Houston,https://cbshouston.edu/
Mid-EastCTC-Adult Education,https://adulted.mideastctc.org/
Polaris Career Center,https://www.polaris.edu/
P&A Scholars Beauty School,www.pandascholars.com/
Sharp's Academy of Hairstyling,www.sharpsacademyofhairstyling.com/
The College of Health Care Professions-Northwest,www.chcp.edu/
School of Professional Horticulture New York Botanical Garden,www.nybg.org/edu/soph/
Fortis College,https://www.fortis.edu/
UEI College-Gardena,https://www.uei.edu/
Asian-American International Beauty College,www.aabeautycollege.com/
Copper Mountain Community College,www.cmccd.edu/
Diversified Vocational College,www.dvcla.edu/
UEI College-Fresno,https://www.uei.edu/
Santiago Canyon College,www.sccollege.edu/SitePages/Home.aspx
Southern California Institute of Technology,https://www.scitech.edu/
Soka University of America,www.soka.edu/
Summit College,https://www.summitcollege.edu/
Advance Beauty College,www.advancebeautycollege.com/
Los Angeles Pacific College,www.lapacific.edu/
World Mission University,www.wmu.edu/
Yo San University of Traditional Chinese Medicine,yosan.edu/
John Amico School of Hair Design,https://www.johnamicoschoolofhairdesign.com/
Delta College Inc,www.deltacollege.com/
Tri-State Cosmetology Institute,tristatecosmetology.com/
Frontier Community College,https://www.iecc.edu/fcc
Lincoln Trail College,https://www.iecc.edu/ltc
Wabash Valley College,https://www.iecc.edu/wvc
Brookline College-Tempe,www.brooklinecollege.edu/
Inter American University of Puerto Rico-School of Optometry,www.optonet.inter.edu/
Schiller International University,www.schiller.edu/
Coconino Community College,www.coconino.edu/
Emma's Beauty Academy-Juana Diaz,https://www.ebajuanadiaz.com/
Brillare Beauty Institute,www.brillarebeautyinstitute.edu/
Pima Medical Institute-Denver,https://pmi.edu/
Ohio State School of Cosmetology-Heath,https://salonschools.ohiostate.edu/
Yeshivas Novominsk,https://yeshivasnovominsk.com/
Southern Careers Institute-Corpus Christi,www.scitexas.edu/
Rabbinical College of Ohr Shimon Yisroel,https://ohr-sy.com/
Carroll Community College,https://www.carrollcc.edu/
Galen College of Nursing-Tampa Bay,www.galencollege.edu/tampabay
Galen College of Nursing-San Antonio,www.galencollege.edu/sanantonio/
Sarasota School of Massage Therapy,https://www.sarasotaschoolofmassagetherapy.edu/
Schuyler Steuben Chemung Tioga Allegany BOCES,https://www.gstboces.org/page/adult-education
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,www.dcmoboces.com/
Central Susquehanna Intermediate Unit LPN Career,www.csiu.org/lpn
Myotherapy Massage College,myotherapycollege.com/
G Skin & Beauty Institute,www.gskinbeautyinstitute.edu/
Cosmetology Training Center,cosmetlafayettela.com/
Stage One-The Hair School,www.stageoneinc.com/
Empire Beauty School-Malden,www.empire.edu/
Stephanie Moss Academy,www.xenonacademy.net/
Orlo School of Hair Design and Cosmetology,www.theorloschool.com/
Eastland-Fairfield Career and Technical Schools,https://www.eastlandfairfield.com/
Empire Beauty School-Cincinnati,www.empire.edu/
Mahoning County Career and Technical Center,https://mahoningctc.com/adult
Pickaway Ross Joint Vocational School District,www.pickawayross.com/
Pioneer Career and Technology Center,https://www.pctc.k12.oh.us/
Raphael's School of Beauty Culture Inc-Boardman,www.raphaelsbeautyschool.edu/
Scioto County Career Technical Center,www.sciototech.org/
Pacific Bible College,pacificbible.edu/
Lake Erie College of Osteopathic Medicine,www.lecom.edu/
UCAS University of Cosmetology Arts & Sciences-Harlingen,www.ucastx.com/
KaiStar,https://paulmitchell.edu/federalway
Empire Beauty School-Green Bay,www.empire.edu/
Warren County Career Center,www.mywccc.org/
Paul Mitchell the School-Wichita,paulmitchell.edu/wichita
Pinnacle Institute of Cosmetology,pinnacleinstitute.edu/
Southern Careers Institute-Pharr,www.scitexas.edu/
Florida National University-Main Campus,www.fnu.edu/
Georgia Institute of Cosmetology,gic.edu/
Nouvelle Institute,nouvelleinstitute.com/
Franklin Technology Center Adult Education,www.franklintechnologycenter.com/
Professional Technical Institution,www.ptipr.edu/
Erikson Institute,https://www.erikson.edu/
South Texas College,https://www.southtexascollege.edu/
Pike County Joint Vocational School District,www.pikectc.org/
Lorain County Joint Vocational School District,https://www.lcjvs.com/loraincountyadultcareercenter_home.aspx
Roger Williams University School of Law,law.rwu.edu/
California State University-Monterey Bay,https://csumb.edu/
Ohio Media School-Valley View,www.beonair.com/
EINE Inc,electrologyinstitute.com/
Marian Health Careers Center-Los Angeles Campus,www.mariancollege.edu/
Cleveland Clinic Health System-School of Diagnostic Imaging,www.clevelandclinic.org/sodi
Academy for Nursing and Health Occupations,www.anho.edu/
Shawsheen Valley School of Practical Nursing,https://www.shawsheenpracticalnursing.com/
Shear Ego International School of Hair Design,www.shearegoschool.com/
